Country_Name,Country_Code,Year,Month,Product_Code,Product_Name,Product_Category,Region,Export_Value_USD,Export_Units
United Kingdom,GBR,2019,2,P002,Electronic Components,Electronics,Europe,1664749,382.0
Brazil,BRA,2022,4,P007,Automobiles,Automobile,South America,123802,1198.0
United States,USA,2019,11,P010,Computer Hardware,Electronics,North America,2938214,873.0
India,IND,2021,1,P004,Industrial Machinery,Machinery,Asia,525473,1732.0
Germany,DEU,2019,2,P001,Crude Oil,Fuel,Europe,554636,1630.0
United States,USA,2020,1,P008,Steel Materials,Metals,North America,1550097,701.0
France,FRA,2021,5,P002,Electronic Components,Electronics,Europe,589514,1649.0
Brazil,BRA,2019,7,P002,Electronic Components,Electronics,South America,1850150,471.0
United States,USA,2022,6,P005,Agricultural Goods,Agriculture,North America,1946466,1399.0
India,IND,2021,3,P007,Automobiles,Automobile,Asia,114775,88.0
France,FRA,2019,11,P006,Pharmaceutical Products,Healthcare,Europe,2334846,678.0
Canada,CAN,2022,5,P005,Agricultural Goods,Agriculture,North America,2224215,292.0
Japan,JPN,2021,11,P001,Crude Oil,Fuel,Asia,1915857,970.0
Germany,DEU,2022,12,P005,Agricultural Goods,Agriculture,europe,1530878,1313.0
CANADA,CAN,2022,10,P009,,Food,North America,2194670,977.0
United States,USA,2021,11,P006,Pharmaceutical Products,Healthcare,North America,1878007,1050.0
France,FRA,2020,7,P008,Steel Materials,Metals,Europe,4558176,1338.0
Germany,DEU,2022,6,P002,electronic components,Electronics,Europe,-90792,814.0
United Kingdom,GBR,2022,9,P010,,Electronics,europe,4300786,1476.0
United Kingdom,GBR,2023,6,P001,Crude Oil,Fuel,Europe,3552474,1188.0
India,IND,2020,12,P007,Automobiles,Automobile,Asia,4586377,1148.0
Brazil,BRA,2022,3,P001,Crude Oil,Fuel,South America,3593370,1427.0
Germany,DEU,2019,3,P002,Electronic Components,Electronics,Europe,487758,992.0
Germany,DEU,2020,6,P002,Electronic Components,Electronics,europe,2773020,1045.0
United Kingdom,GBR,2019,7,P007,Automobiles,Automobile,Europe,966858,1461.0
Canada,CAN,2020,3,P008,Steel Materials,Metals,North America,1190724,696.0
Brazil,BRA,2019,10,P003,Textile Materials,Textiles,South America,1619219,1541.0
Canada,CAN,2023,12,P002,Electronic Components,Electronics,North America,4671102,1919.0
United Kingdom,GBR,2019,10,P004,Industrial Machinery,Machinery,Europe,2554594,785.0
China,CHN,2020,8,P008,Steel Materials,Metals,Asia,4407093,763.0
United States,USA,2023,3,P003,Textile Materials,Textiles,North America,213596,540.0
United States,USA,2022,6,P001,Crude Oil,Fuel,North America,1074741,497.0
Brazil,BRA,2020,4,P002,Electronic Components,Electronics,South America,669656,135.0
,AUS,2022,1,P006,Pharmaceutical Products,Healthcare,Oceania,4327820,535.0
United Kingdom,GBR,2022,9,P009,Processed Foods,Food,Europe,1220519,509.0
China,CHN,2022,11,P003,Textile Materials,Textiles,Asia,-46305,749.0
Germany,DEU,2022,9,P002,Electronic Components,Electronics,Europe,2029971,154.0
Germany,DEU,2019,2,P009,Processed Foods,Food,Europe,1373445,105.0
United Kingdom,GBR,2021,1,P006,Pharmaceutical Products,Healthcare,europe,3187810,1803.0
Australia,AUS,2020,4,P009,processed foods,Food,Oceania,1712922,490.0
Germany,DEU,2021,1,P009,Processed Foods,Food,Europe,643211,1543.0
Canada,CAN,2020,8,P006,Pharmaceutical Products,Healthcare,North America,88468,810.0
INDIA,IND,2019,7,P008,Steel Materials,Metals,Asia,2947428,902.0
United States,USA,2023,2,P002,Electronic Components,Electronics,North America,3113384,959.0
France,FRA,2022,4,P004,Industrial Machinery,Machinery,europe,457047,836.0
INDIA,IND,2022,10,P004,Industrial Machinery,Machinery,Asia,4793417,855.0
India,IND,2021,9,P005,Agricultural Goods,Agriculture,Asia,587082,142.0
Brazil,BRA,2021,7,P003,Textile Materials,Textiles,South America,4188229,602.0
United Kingdom,GBR,2023,11,P003,Textile Materials,Textiles,Europe,4582695,99.0
United States,USA,2019,8,P003,,Textiles,North America,833006,130.0
Germany,DEU,2021,1,P006,Pharmaceutical Products,Healthcare,Europe,4005601,252.0
United Kingdom,GBR,2023,2,P008,Steel Materials,Metals,europe,3251911,589.0
United Kingdom,GBR,2021,12,P002,Electronic Components,Electronics,Europe,2233266,909.0
JAPAN,JPN,2021,10,P008,Steel Materials,Metals,Asia,4505923,119.0
United States,USA,2019,6,P005,Agricultural Goods,Agriculture,North America,4777663,418.0
Brazil,BRA,2021,5,P007,Automobiles,Automobile,south america,3854922,1742.0
Japan,JPN,2021,5,P005,Agricultural Goods,Agriculture,Asia,4728368,996.0
China,CHN,2022,1,P006,Pharmaceutical Products,Healthcare,Asia,1866040,1113.0
Germany,DEU,2019,12,P009,Processed Foods,Food,Europe,3446946,1283.0
Japan,JPN,2020,11,P006,pharmaceutical products,Healthcare,Asia,2627823,1827.0
India,IND,2019,8,P008,Steel Materials,Metals,Asia,1653546,195.0
Japan,JPN,2019,11,P004,Industrial Machinery,Machinery,Asia,-165551,691.0
India,IND,2021,5,P003,Textile Materials,Textiles,Asia,2652043,254.0
Australia,AUS,2020,5,P010,Computer Hardware,Electronics,Oceania,2086298,721.0
Germany,DEU,2020,5,P008,Steel Materials,Metals,Europe,1840804,1621.0
United Kingdom,GBR,2019,12,P010,Computer Hardware,Electronics,Europe,1732667,1924.0
France,FRA,2022,6,P005,Agricultural Goods,Agriculture,Europe,4066880,572.0
Australia,AUS,2023,1,P008,Steel Materials,Metals,Oceania,4902429,173.0
France,FRA,2020,8,P008,Steel Materials,Metals,Europe,3955448,142.0
Canada,CAN,2022,3,P002,Electronic Components,Electronics,North America,4014990,1220.0
India,IND,2019,10,P010,Computer Hardware,Electronics,Asia,510754,477.0
France,FRA,2019,8,P004,Industrial Machinery,Machinery,Europe,3150960,1820.0
Canada,CAN,2023,2,P006,Pharmaceutical Products,Healthcare,North America,-280572,1336.0
Japan,JPN,2019,11,P008,Steel Materials,Metals,Asia,2041840,1802.0
India,IND,2022,8,P006,Pharmaceutical Products,Healthcare,Asia,-35229,326.0
Brazil,BRA,2021,1,P010,Computer Hardware,Electronics,South America,4867866,1751.0
Brazil,BRA,2023,5,P005,Agricultural Goods,Agriculture,South America,2494201,739.0
Japan,JPN,2020,6,P004,industrial machinery,Machinery,Asia,1777398,1187.0
Germany,DEU,2022,3,P001,Crude Oil,Fuel,Europe,3446176,1951.0
United Kingdom,GBR,2023,8,P009,Processed Foods,Food,Europe,4920,1988.0
Japan,JPN,2020,7,P001,Crude Oil,Fuel,Asia,3053994,1836.0
AUSTRALIA,AUS,2023,5,P003,Textile Materials,Textiles,Oceania,1148747,1467.0
United Kingdom,GBR,2022,8,P004,Industrial Machinery,Machinery,Europe,3417768,1444.0
FRANCE,FRA,2022,4,P002,Electronic Components,Electronics,Europe,3093067,1241.0
United Kingdom,GBR,2019,7,P001,Crude Oil,Fuel,Europe,4587170,201.0
India,IND,2019,1,P008,,Metals,Asia,3894672,623.0
Germany,DEU,2021,4,P008,Steel Materials,Metals,Europe,991913,1752.0
Australia,AUS,2019,12,P001,Crude Oil,Fuel,Oceania,2682090,1427.0
Brazil,BRA,2021,1,P007,Automobiles,Automobile,South America,1574312,1439.0
UNITED KINGDOM,GBR,2021,2,P010,Computer Hardware,Electronics,Europe,188780,949.0
India,IND,2023,7,P006,Pharmaceutical Products,Healthcare,Asia,3125736,1442.0
Germany,DEU,2020,12,P009,Processed Foods,Food,Europe,3540550,781.0
GERMANY,DEU,2023,11,P005,Agricultural Goods,Agriculture,Europe,2222133,1642.0
United States,USA,2023,4,P008,Steel Materials,Metals,North America,125957,1705.0
France,FRA,2020,5,P010,Computer Hardware,Electronics,Europe,4991465,1347.0
Australia,AUS,2022,10,P008,Steel Materials,Metals,Oceania,1518235,1552.0
China,CHN,2022,8,P009,Processed Foods,Food,Asia,1656802,1069.0
China,CHN,2022,10,P010,Computer Hardware,Electronics,Asia,2695207,214.0
Australia,AUS,2020,1,P001,Crude Oil,Fuel,Oceania,1896298,91.0
France,FRA,2020,12,P005,Agricultural Goods,Agriculture,Europe,1584517,63.0
France,FRA,2020,6,P007,Automobiles,Automobile,Europe,2166320,909.0
United States,USA,2023,5,P006,Pharmaceutical Products,Healthcare,North America,2598571,860.0
,IND,2022,5,P002,Electronic Components,Electronics,Asia,4258247,1107.0
Germany,DEU,2020,2,P001,Crude Oil,Fuel,Europe,3235487,486.0
India,IND,2021,10,P002,Electronic Components,Electronics,Asia,941202,1381.0
China,CHN,2019,1,P005,Agricultural Goods,Agriculture,Asia,2989060,1746.0
India,IND,2021,2,P003,Textile Materials,Textiles,asia,1772016,561.0
Australia,AUS,2019,5,P001,Crude Oil,Fuel,Oceania,2343417,1990.0
United Kingdom,GBR,2022,1,P010,Computer Hardware,Electronics,Europe,767537,1036.0
Canada,CAN,2023,7,P008,Steel Materials,Metals,North America,2999217,151.0
United Kingdom,GBR,2021,3,P001,Crude Oil,Fuel,Europe,1005439,684.0
Australia,AUS,2019,12,P007,Automobiles,Automobile,Oceania,3627417,741.0
United States,USA,2023,9,P005,Agricultural Goods,Agriculture,North America,314846,1321.0
United Kingdom,GBR,2022,1,P006,Pharmaceutical Products,Healthcare,Europe,4169584,398.0
Brazil,BRA,2019,5,P005,Agricultural Goods,Agriculture,South America,1840363,1988.0
INDIA,IND,2023,1,P009,Processed Foods,Food,Asia,2407060,1060.0
CHINA,CHN,2023,5,P007,Automobiles,Automobile,Asia,4679326,1990.0
United States,USA,2020,1,P005,Agricultural Goods,Agriculture,north america,3235322,446.0
Japan,JPN,2023,8,P006,Pharmaceutical Products,Healthcare,Asia,793200,1642.0
,IND,2021,2,P006,Pharmaceutical Products,Healthcare,asia,3350286,202.0
CANADA,CAN,2019,12,P006,Pharmaceutical Products,Healthcare,North America,4003713,1976.0
United Kingdom,GBR,2022,7,P006,pharmaceutical products,Healthcare,Europe,361058,1134.0
,USA,2020,3,P010,Computer Hardware,Electronics,North America,4140860,1008.0
China,CHN,2021,3,P002,Electronic Components,Electronics,Asia,3295636,557.0
Canada,CAN,2019,9,P005,Agricultural Goods,Agriculture,north america,4333791,933.0
Canada,CAN,2023,12,P007,Automobiles,Automobile,North America,3974521,967.0
India,IND,2020,7,P009,Processed Foods,Food,Asia,305612,1758.0
United States,USA,2020,12,P007,Automobiles,Automobile,North America,-103509,1555.0
United Kingdom,GBR,2019,6,P010,Computer Hardware,Electronics,Europe,533893,851.0
Japan,JPN,2023,7,P006,Pharmaceutical Products,Healthcare,Asia,1117846,1971.0
China,CHN,2023,3,P001,Crude Oil,Fuel,Asia,991401,718.0
Brazil,BRA,2023,8,P001,Crude Oil,Fuel,South America,4190486,1689.0
United States,USA,2020,11,P009,Processed Foods,Food,North America,1911790,1799.0
Brazil,BRA,2021,4,P009,Processed Foods,Food,South America,4227528,1932.0
Japan,JPN,2023,10,P001,Crude Oil,Fuel,Asia,4774051,355.0
India,IND,2021,8,P005,Agricultural Goods,Agriculture,Asia,4622093,154.0
Australia,AUS,2019,3,P010,computer hardware,Electronics,Oceania,3320550,921.0
India,IND,2023,9,P002,,Electronics,Asia,2249553,1925.0
Brazil,BRA,2022,5,P003,Textile Materials,Textiles,South America,-295640,560.0
Germany,DEU,2019,6,P003,Textile Materials,Textiles,Europe,674701,1148.0
Brazil,BRA,2019,2,P008,Steel Materials,Metals,South America,3171811,1182.0
France,FRA,2023,11,P002,Electronic Components,Electronics,Europe,1741714,1474.0
INDIA,IND,2021,11,P008,Steel Materials,Metals,Asia,-150073,612.0
China,CHN,2022,12,P008,Steel Materials,Metals,Asia,4742605,347.0
France,FRA,2019,10,P004,industrial machinery,Machinery,Europe,765452,1431.0
Germany,DEU,2019,8,P007,Automobiles,Automobile,Europe,179088,354.0
France,FRA,2020,11,P002,Electronic Components,Electronics,Europe,2125112,211.0
Brazil,BRA,2022,6,P004,Industrial Machinery,Machinery,South America,1135432,222.0
United Kingdom,GBR,2023,2,P007,Automobiles,Automobile,Europe,2588349,114.0
United States,USA,2022,10,P009,Processed Foods,Food,North America,4118695,1235.0
Germany,DEU,2021,3,P001,Crude Oil,Fuel,Europe,1263210,169.0
India,IND,2021,1,P003,textile materials,Textiles,Asia,4621935,1954.0
AUSTRALIA,AUS,2022,7,P007,Automobiles,Automobile,Oceania,3820949,670.0
United Kingdom,GBR,2023,10,P008,Steel Materials,Metals,Europe,3010338,2000.0
Australia,AUS,2023,9,P001,Crude Oil,Fuel,oceania,735087,1428.0
France,FRA,2020,5,P009,Processed Foods,Food,Europe,3393501,296.0
United States,USA,2023,9,P001,Crude Oil,Fuel,North America,4745652,
United States,USA,2023,10,P007,Automobiles,Automobile,North America,2748129,1508.0
Australia,AUS,2020,8,P002,Electronic Components,Electronics,Oceania,4432446,146.0
Australia,AUS,2022,9,P001,Crude Oil,Fuel,Oceania,129804,1437.0
Canada,CAN,2022,1,P010,Computer Hardware,Electronics,North America,1319856,112.0
United Kingdom,GBR,2021,9,P005,Agricultural Goods,Agriculture,Europe,3325657,1326.0
Brazil,BRA,2021,9,P007,Automobiles,Automobile,South America,2663735,1929.0
Australia,AUS,2022,12,P001,Crude Oil,Fuel,Oceania,3044165,1581.0
Brazil,BRA,2019,9,P004,Industrial Machinery,Machinery,South America,3683398,642.0
UNITED KINGDOM,GBR,2022,2,P004,Industrial Machinery,Machinery,Europe,563031,906.0
Australia,AUS,2020,11,P002,Electronic Components,Electronics,Oceania,3187706,1945.0
Japan,JPN,2021,8,P003,Textile Materials,Textiles,Asia,4484514,1283.0
China,CHN,2020,12,P008,Steel Materials,Metals,Asia,-172680,770.0
Canada,CAN,2021,12,P009,Processed Foods,Food,North America,2863609,
United States,USA,2023,12,P010,Computer Hardware,Electronics,North America,3575009,1096.0
Brazil,BRA,2021,6,P003,Textile Materials,Textiles,South America,4216214,1664.0
China,CHN,2022,8,P003,Textile Materials,Textiles,asia,4666474,1760.0
Australia,AUS,2022,12,P003,Textile Materials,Textiles,Oceania,1457762,1190.0
Australia,AUS,2023,7,P010,Computer Hardware,Electronics,Oceania,656174,367.0
Japan,JPN,2019,1,P007,Automobiles,Automobile,Asia,1401323,788.0
Canada,CAN,2021,10,P002,electronic components,Electronics,North America,849991,1976.0
United States,USA,2022,7,P003,Textile Materials,Textiles,north america,1893845,
India,IND,2019,1,P010,Computer Hardware,Electronics,Asia,-106099,1232.0
Brazil,BRA,2019,1,P004,Industrial Machinery,Machinery,South America,306028,1021.0
China,CHN,2021,3,P001,Crude Oil,Fuel,Asia,594995,746.0
UNITED STATES,USA,2022,6,P007,Automobiles,Automobile,North America,2854299,1001.0
,USA,2022,2,P002,electronic components,Electronics,North America,1290120,1420.0
China,CHN,2022,5,P008,Steel Materials,Metals,Asia,1556881,685.0
United Kingdom,GBR,2021,4,P001,Crude Oil,Fuel,Europe,1886122,1072.0
United Kingdom,GBR,2021,4,P010,Computer Hardware,Electronics,Europe,4108988,1150.0
China,CHN,2021,12,P001,Crude Oil,Fuel,Asia,85127,1428.0
China,CHN,2019,2,P004,Industrial Machinery,Machinery,asia,2850126,1941.0
France,FRA,2022,12,P008,Steel Materials,Metals,Europe,1842524,653.0
Canada,CAN,2022,8,P009,Processed Foods,Food,north america,4898516,1548.0
China,CHN,2022,12,P005,Agricultural Goods,Agriculture,Asia,1798039,1920.0
BRAZIL,BRA,2023,1,P002,Electronic Components,Electronics,South America,2939932,776.0
France,FRA,2020,10,P009,Processed Foods,Food,Europe,4280822,1406.0
Australia,AUS,2023,8,P006,pharmaceutical products,Healthcare,Oceania,-77947,262.0
France,FRA,2019,6,P010,Computer Hardware,Electronics,Europe,3935824,1572.0
China,CHN,2021,4,P004,industrial machinery,Machinery,Asia,1724980,560.0
Germany,DEU,2020,10,P002,Electronic Components,Electronics,Europe,2257996,1299.0
United Kingdom,GBR,2019,12,P010,Computer Hardware,Electronics,Europe,3464321,112.0
Brazil,BRA,2019,11,P003,Textile Materials,Textiles,South America,3785451,211.0
Canada,CAN,2019,8,P008,Steel Materials,Metals,North America,-11451,273.0
China,CHN,2020,3,P007,Automobiles,Automobile,Asia,3222736,389.0
Japan,JPN,2022,3,P006,Pharmaceutical Products,Healthcare,asia,-472178,1624.0
Germany,DEU,2023,9,P008,Steel Materials,Metals,Europe,3683882,1063.0
Germany,DEU,2023,2,P007,Automobiles,Automobile,Europe,3855187,665.0
Australia,AUS,2022,12,P006,Pharmaceutical Products,Healthcare,Oceania,4270600,70.0
United Kingdom,GBR,2021,10,P002,Electronic Components,Electronics,Europe,4342655,1774.0
Canada,CAN,2021,11,P002,Electronic Components,Electronics,North America,2280762,1072.0
Germany,DEU,2020,11,P002,Electronic Components,Electronics,Europe,2006175,1723.0
Canada,CAN,2021,11,P007,Automobiles,Automobile,North America,-75641,507.0
BRAZIL,BRA,2023,6,P010,Computer Hardware,Electronics,south america,3877208,1422.0
Australia,AUS,2022,4,P001,Crude Oil,Fuel,Oceania,301563,96.0
Germany,DEU,2023,8,P003,Textile Materials,Textiles,Europe,4815835,1765.0
China,CHN,2022,9,P003,Textile Materials,Textiles,Asia,4625621,1024.0
Germany,DEU,2022,3,P009,Processed Foods,Food,Europe,-279485,960.0
France,FRA,2019,10,P005,Agricultural Goods,Agriculture,Europe,4235246,819.0
China,CHN,2020,9,P005,Agricultural Goods,Agriculture,Asia,1831644,1163.0
GERMANY,DEU,2023,6,P007,Automobiles,Automobile,Europe,-453534,1375.0
United States,USA,2020,2,P001,Crude Oil,Fuel,North America,4978015,1138.0
United Kingdom,GBR,2022,2,P007,Automobiles,Automobile,Europe,4694566,885.0
INDIA,IND,2020,5,P005,Agricultural Goods,Agriculture,Asia,-487669,209.0
Brazil,BRA,2021,7,P008,Steel Materials,Metals,South America,4888826,1782.0
Canada,CAN,2019,1,P005,Agricultural Goods,Agriculture,North America,2331678,55.0
Germany,DEU,2023,5,P001,Crude Oil,Fuel,Europe,3075435,819.0
Japan,JPN,2020,8,P006,Pharmaceutical Products,Healthcare,Asia,1343211,460.0
CANADA,CAN,2019,11,P009,Processed Foods,Food,North America,3005271,641.0
Canada,CAN,2019,7,P002,Electronic Components,Electronics,North America,2839330,299.0
India,IND,2019,2,P005,Agricultural Goods,Agriculture,Asia,3359776,1395.0
Japan,JPN,2019,10,P008,Steel Materials,Metals,Asia,4717110,1075.0
France,FRA,2020,1,P009,Processed Foods,Food,Europe,3804324,1421.0
Australia,AUS,2021,4,P003,Textile Materials,Textiles,Oceania,3319075,763.0
Brazil,BRA,2020,12,P009,Processed Foods,Food,South America,1465720,284.0
France,FRA,2019,2,P006,Pharmaceutical Products,Healthcare,Europe,1130738,219.0
Japan,JPN,2023,2,P008,Steel Materials,Metals,Asia,1823840,93.0
FRANCE,FRA,2020,8,P002,Electronic Components,Electronics,Europe,168815,910.0
United States,USA,2023,7,P006,Pharmaceutical Products,Healthcare,North America,4857684,532.0
United States,USA,2019,9,P006,pharmaceutical products,Healthcare,North America,125461,1612.0
INDIA,IND,2022,12,P005,Agricultural Goods,Agriculture,Asia,2060839,626.0
Germany,DEU,2021,3,P010,Computer Hardware,Electronics,Europe,3648282,744.0
Japan,JPN,2023,1,P009,Processed Foods,Food,asia,-322928,1327.0
Brazil,BRA,2019,7,P005,Agricultural Goods,Agriculture,South America,4857688,923.0
China,CHN,2022,8,P001,Crude Oil,Fuel,Asia,-79287,
India,IND,2023,11,P005,Agricultural Goods,Agriculture,Asia,3523341,1042.0
United States,USA,2019,12,P006,Pharmaceutical Products,Healthcare,North America,3861448,1821.0
Brazil,BRA,2021,11,P010,Computer Hardware,Electronics,South America,3427934,908.0
Australia,AUS,2020,6,P004,Industrial Machinery,Machinery,Oceania,131522,325.0
FRANCE,FRA,2020,8,P003,Textile Materials,Textiles,Europe,3579606,1478.0
China,CHN,2023,11,P004,Industrial Machinery,Machinery,Asia,2523340,1568.0
Australia,AUS,2019,2,P001,Crude Oil,Fuel,Oceania,2128566,1377.0
,USA,2023,9,P004,Industrial Machinery,Machinery,North America,2540892,1630.0
France,FRA,2020,2,P008,Steel Materials,Metals,Europe,3382629,
Brazil,BRA,2019,12,P003,Textile Materials,Textiles,South America,1215607,1215.0
China,CHN,2019,8,P009,Processed Foods,Food,asia,1154889,1616.0
UNITED KINGDOM,GBR,2019,5,P009,Processed Foods,Food,Europe,3849695,399.0
United Kingdom,GBR,2022,12,P009,processed foods,Food,Europe,1007430,392.0
United Kingdom,GBR,2022,12,P009,Processed Foods,Food,Europe,1325241,1997.0
CHINA,CHN,2019,7,P004,Industrial Machinery,Machinery,Asia,3360314,1730.0
India,IND,2021,2,P004,Industrial Machinery,Machinery,Asia,1895767,1969.0
JAPAN,JPN,2022,2,P004,Industrial Machinery,Machinery,asia,1482813,950.0
Australia,AUS,2023,10,P003,Textile Materials,Textiles,Oceania,4120081,1693.0
France,FRA,2021,8,P007,Automobiles,Automobile,Europe,2551500,1871.0
United States,USA,2021,7,P003,Textile Materials,Textiles,North America,797609,726.0
Japan,JPN,2021,3,P005,Agricultural Goods,Agriculture,Asia,4433225,1208.0
Japan,JPN,2022,10,P001,Crude Oil,Fuel,Asia,4471268,1375.0
Australia,AUS,2023,12,P004,Industrial Machinery,Machinery,Oceania,774755,947.0
Brazil,BRA,2022,9,P003,Textile Materials,Textiles,South America,2631107,1485.0
